Name,Type,Phone Number,Website,Types,GPS Coordinates,Address
Soltara,Retreat center,(800) 397-1730,https://soltara.co/,"Retreat center,Hotel","9.9134268, -84.9225898","Playa Blanca, Puntarenas Province, Gigante, Costa Rica"
New Life Ayahuasca,Retreat center,(215) 310-1250,http://newlifeayahuasca.com/,Retreat center,"10.1001111, -84.4982204","400 m South and 200 m West, Alajuela Province, San Ramon, 20201, Costa Rica"
Sadhana Lodge,Retreat Center,+39 339 256 2698,,Retreat Center,"20.217261099999998, -87.4521046","Fraccionamiento Villas, 77776 Tulum, Quintana Roo, Mexico"
APL Shamanic Journeys | Ayahuasca Retreats,Meditation center,,https://www.apljourneys.com/,Meditation center,"36.5108512, -4.900185899999999","Edif. Golden, Av. Ricardo Soriano, 72, B, 1a Planta, 29601 Marbella, Málaga, Spain"
Avalon | Holistic Ayahuasca Retreats,Alternative medicine practitioner,+34 649 67 15 61,https://weareavalon.love/,Alternative medicine practitioner,"41.3847721, 2.1682082","Carrer de les Ramelleres, 32, Ciutat Vella, 08001 Barcelona, Spain"
Spain,,,,,"40.463667, -3.7492199999999998",
InnerCamp,Distance learning center,+351 912 553 980,https://innercamp.com/,"Distance learning center,Service establishment","14.157641199999999, -16.7424939",
"Tantra Bridge - School of Tantra Massage, Yoga and Meditation",Massage therapist,+34 699 68 88 82,http://www.tantrabridge.org/,"Massage therapist,Massage school,Yoga retreat center,Retreat center,Wellness center,Yoga instructor","28.298972799999998, -16.4165526","Pje. las Rosas, 38500 Güímar, Santa Cruz de Tenerife, Spain"
Holistika Center,Alternative medicine practitioner,+34 644 65 61 29,https://www.holistika.center/,"Alternative medicine practitioner,Service establishment","35.591690899999996, -37.6900988",
La Musa Verde,Retreat Center,+51 966 513 141,http://www.lamusaverde.com/,Retreat Center,"-6.4605657, -76.3502125","Prol. Alerta Km3, Tarapoto 22200, Peru"
La Hacienda Cancun,Retreat Center,+52 998 147 5723,http://haciendacancun.mx/,Retreat Center,"21.110467999999997, -86.9649444","Carretera. Cancún-Mérida Km 302, C. Jacaranda 18, El Ramonal, 77500 Cancún, Q.R., Mexico"
Natural Reset,Wellness program,+52 449 890 7526,,Wellness program,"21.916548799999997, -102.30431709999999","Bosques del Prado Nte., 20127 Aguascalientes, Ags., Mexico"
Reset Functional Skin,Wellness center,+52 33 2238 2787,http://www.resetfunctionalskin.com/,Wellness center,"20.703225399999997, -103.38433459999999","C. La Rioja, Colomos Providencia, 44620 Guadalajara, Jal., Mexico"
Reset Juice,Juice shop,+52 55 2163 4263,https://www.resetjuice.com.mx/pages/contacto,Juice shop,"19.3620336, -99.28735119999999","Carr. México-Toluca, El Molinito, Cuajimalpa de Morelos, 05530 Ciudad de México, CDMX, Mexico"
RESET México,Telecommunications service provider,+52 442 900 7086,,"Telecommunications service provider,Antenna service,Computer store,Computer support and services","20.573706299999998, -100.4047025","Av. Paseo Constituyentes 3-Int. 3, Lomas de Queretaro, 76190 Santiago de Querétaro, Qro., Mexico"
RESET,Mental health service,+52 55 2106 8683,,Mental health service,"19.3329629, -99.2763964","Francisco I. Madero 27 Col, San Bartolo Ameyalco, Álvaro Obregón, 01800 Ciudad de México, CDMX, Mexico"
Hero's Journey Spiritual Coaching,Retreat Center,,https://herosjourneycoach.com/,Retreat Center,"52.342116, 4.8663115",
Novalis - Ayahuasca Retreat,Lodge,+51 999 492 878,http://www.wearenovalis.com/,"Lodge,Alternative medicine practitioner,Environmental protection organization,Retreat center","-12.5121107, -69.2718192","Jiron Arequipa 281, Puerto Maldonado 17000, Peru"
Novalis,,+51 949 997 127,https://www.wearenovalis.com/contact,,"-16.4138461, -71.5147928","Jirón Victoria 281, Arequipa 04002, Peru"
Chakrana,Retreat Center,(562) 572-4531,https://www.chakranapv.com/home,Retreat Center,"20.6105373, -105.2337062","C. Juárez 576, Centro, 48300 Puerto Vallarta, Jal., Mexico"
Kawsay Ayahuasca Retreat,Retreat Center,+51 921 301 119,https://kawsayretreat.com/,Retreat Center,"-3.6370090999999998, -73.0763764","CW5F+C5, Indiana 16200, Peru"
Costa Rica,Retreat Center,,,Retreat Center,"9.748916999999999, -83.753428",
Rastafari Indigenous Village,Cultural center,+1 876-285-4750,http://www.rastavillage.com/,"Cultural center,Agricultural production,Cultural landmark,Education center,Event management company,Heritage preservation,Vegan restaurant,Wellness center","18.4586461, -77.8827664","Montego River Gardens Porto Bello, Irwin Close, Montego Bay, Jamaica"
Rasta Village,Community center,+1 876-285-4750,http://www.rastavillage.com/,Community center,"18.459997299999998, -77.8868741","Fairfield Cres, Montego Bay, Jamaica"
Friends of the Vine Retreats,Retreat Center,+351 933 460 710,https://friendsofthevineretreats.com/,Retreat Center,"35.9915752, -18.826979599999998",
Life Synergy,Retreat Center,(718) 577-2646,https://www.facebook.com/lsrwellness/,Retreat Center,"20.6225336, -87.0751232","Calle 38 Norte, Entre 1ra y, Quinta Avenida Col, Zazil-ha, 77720 Playa del Carmen, Q.R., Mexico"
Finally home,Housing development,,,Housing development,"36.596072899999996, -119.4321719","195 Lingo Cir, Reedley, CA 93654"
Finally Family Homes,Non-profit organization,(661) 347-8502,https://finallyfamilyhomes.org/,Non-profit organization,"34.388022299999996, -118.5483412","23670 Wiley Canyon Rd, Santa Clarita, CA 91355"
Finally Home,Non-profit organization,(970) 889-3536,http://www.finallyhome.net/,Non-profit organization,"40.5532088, -105.0666782","2550 Stover St building b201, Fort Collins, CO 80525"
Temple of the Way of Light,Retreat center,,https://templeofthewayoflight.org/,"Retreat center,Lodge","-3.743721, -73.363958","Sgto. Lores 841, Iquitos 16000, Peru"
Awkipuma Healing Center - Ayahuasca Retreat in Peru,Retreat center,+51 979 521 819,https://awkipuma.com/,Retreat center,"-3.7306874, -73.2499564","Iquitos 16008, Peru"
PACHAMAMA TEMPLE - AYAHUASCA RETREAT,Retreat center,,https://pachamamatemple.org/,"Retreat center,Alternative medicine practitioner,Community health centre,Psychoanalyst,Psychotherapist","-8.3347157, -74.6061718","AA.HH Pablo Hocking Weeks Mz. A, Lt 7., Pucallpa, Peru"
Flower of Life,Wellness center,(786) 393-0799,https://floweroflifeperu.com/,"Wellness center,Health resort,Retreat center,Wellness hotel,Wellness program","-3.7453957, -73.2469428","Oficina, Callao N°174, Iquitos, Peru"
Kawsay Ayahuasca Retreat,Tourist attraction,+51 921 301 119,https://kawsayretreat.com/,"Tourist attraction,Herbalist,Holistic medicine practitioner,Lodging,Mental health service,Retreat center,Spiritist center,Tour operator","-3.6370090999999998, -73.0763764","CW5F+C5, Indiana 16200, Peru"
"Dreamglade - Shamanic Healing Center -Iquitos, Peru",Retreat center,+51 920 478 240,http://www.dreamglade.com/,Retreat center,"-3.9012659999999997, -73.39355069999999","14692 varilla, Iquitos 16000, Peru"
Arkana Spiritual Center : Sacred Valley - Ayahuasca Retreat,Retreat center,+51 924 022 272,http://www.arkanainternational.com/,"Retreat center,Spa","-13.287565599999999, -72.1555758","Carretera a, Maras 08660, Peru"
Casa Del Maestro | Ayahuasca Retreat,Alternative medicine practitioner,+51 916 995 948,http://www.casadelmaestromedicina.com/,"Alternative medicine practitioner,Retreat center,Wellness center,Wellness program","-4.9048374, -73.6308171","Genaro Herrera 16330, Peru"
Lighthouse! Ayahuasca Retreat,Retreat center,+51 993 642 863,https://www.lighthouseayahuasca.org/,Retreat center,"-3.4652759, -72.923416","Iquitos 16200, Peru"
Sacred Valley Tribe - Maha Templo,Retreat center,+51 984 603 603,http://sacredvalleytribe.com/,"Retreat center,Alternative medicine practitioner","-13.471469899999999, -71.81644349999999","Km 24, La Pacha, Ccoscco Ayllu San Salvador, 08150, Peru"
Nimea Kaya Ayahuasca Retreat & Healing Center,Retreat center,+51 939 514 865,http://www.nimeakaya.org/,Retreat center,"-8.4172013, -74.5873317","La Florida, Pucallpa 25003, Peru"
Sacred Valley Tribe | Ayahuasca-Wasi,Retreat center,+51 984 603 603,http://sacredvalleytribe.com/,Retreat center,"-13.4721803, -71.8172719","Písac 08150, Peru"
Ayahuasca Foundation - Ayahuasca Retreats,Retreat center,+51 954 064 553,http://www.ayahuascafoundation.org/,Retreat center,"-3.8797097, -73.492565","Psje. K-18 Urb. Santa Sofia, Iquitos, Peru"
Caya Shobo Ayahuasca Retreat Healing Center,Lodge,+51 917 327 657,http://www.cayashobo.com/,"Lodge,Alternative medicine practitioner,Health spa","-3.8834773, -73.3668759","Varillal, 14km, Carr. Iquitos-Nauta, Iquitos 16000, Peru"
Ayahuasca And Noya Rao Healing Retreats,Retreat center,+51 921 535 093,https://ayahuascaandnoyaraohealingretreats.com/,Retreat center,"-8.3056592, -74.6195316","Caserio Santa Rosa, 25000, Peru"
Arkana Spiritual Center : Amazon - Ayahuasca Retreat,Retreat center,+51 924 022 272,http://www.arkanainternational.com/,"Retreat center,Psychoneurological specialized clinic","-3.7482548999999996, -73.2441649","Jirón Fitzcarrald 152, Iquitos 16002, Peru"
Tantraya | Ayahuasca Retreats,Retreat center,+51 916 664 089,https://tantraya.com/,Retreat center,"-13.421685199999999, -71.839512","CU-112, Písac 08105, Peru"
AYA Healing Retreats,Retreat center,+51 928 193 918,https://ayahealingretreats.com/,Retreat center,"-4.2317936, -73.48690909999999","Carretera Iquitos Nauta, Cahuide km. 57, Ucayali 16470, Peru"
Etnikas Ayahuasca retreats,Retreat center,+51 900 594 230,http://www.etnikas.com/,"Retreat center,Travel clinic","-13.4965228, -71.7546697","San Salvador 08150, Peru"
A New Day Retreats,Retreat Center,+34 684 22 77 77,http://www.anewdayretreats.com/,Retreat Center,"38.6220414, -0.1299547","Av. de Sagi Barba, 03520 Polop, Alicante, Spain"
Nimea Kaya Ayahuasca Retreat & Healing Center,Retreat center,+51 939 514 865,http://www.nimeakaya.org/,Retreat center,"-8.4172013, -74.5873317","La Florida, Pucallpa 25003, Peru"
Naturalia Retreat Center,Retreat center,+51 929 522 040,http://www.naturaliaretreat.com/,Retreat center,"-3.7000615999999997, -73.3130742","Via Naturalia, 16000, Peru"
Peru,,,,,"-9.189967, -75.015152",
AYA Healing Retreats,Retreat center,+51 928 193 918,https://ayahealingretreats.com/,Retreat center,"-4.2317936, -73.48690909999999","Carretera Iquitos Nauta, Cahuide km. 57, Ucayali 16470, Peru"
Nihue Rao Centro Espiritual,Alternative medicine practitioner,+51 918 293 372,https://nihuerao.com/,Alternative medicine practitioner,"-3.8626462999999998, -73.40938779999999","Llanchama 16000, Peru"
Arkana Spiritual Center : Sacred Valley - Ayahuasca Retreat,Retreat center,+51 924 022 272,http://www.arkanainternational.com/,"Retreat center,Spa","-13.287565599999999, -72.1555758","Carretera a, Maras 08660, Peru"
La Luna del Amazonas,Health resort,+51 921 829 476,https://lalunadelamazonas.com/,"Health resort,Retreat center","-3.6049993, -73.1729579","Santa maria de ojeal, Iquitos 16000, Peru"
Kene Nete Healing Center,Retreat center,+46 72 535 99 99,https://kenenete.com/,Retreat center,"-7.8438707999999995, -75.0292585","Camino Pahoyan PE, Pahoyan 16490, Peru"
Flower of Life,Wellness center,(786) 393-0799,https://floweroflifeperu.com/,"Wellness center,Health resort,Retreat center,Wellness hotel,Wellness program","-3.7453957, -73.2469428","Oficina, Callao N°174, Iquitos, Peru"
Under The Canopy Plant Medicine Healing Center,Retreat center,+51 923 674 662,,Retreat center,"-3.2970313, -72.9648208","16100, Peru, 16100, Peru"
Caya Shobo Ayahuasca Retreat Healing Center,Lodge,+51 917 327 657,http://www.cayashobo.com/,"Lodge,Alternative medicine practitioner,Health spa","-3.8834773, -73.3668759","Varillal, 14km, Carr. Iquitos-Nauta, Iquitos 16000, Peru"
Modern Ancient Sanctuary,Alternative medicine practitioner,+51 918 386 460,https://www.modernancient.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9921462606954406783,Alternative medicine practitioner,"-3.9138012, -73.3640832","Carr. Iquitos-Nauta KM 17.300, Iquitos 16008, Peru"
Ayahuasca Spirit Center,Retreat center,+51 954 937 086,https://ayahuascaspiritcenter.com/,Retreat center,"-8.5240293, -74.39714219999999","FJG3+94Q, Éxito 25000, Peru"
Apu Healing Center,Wellness hotel,+51 943 766 393,http://www.apuhealingcenter.com/,Wellness hotel,"-13.323623999999999, -72.02975459999999","Huycho 08670, Peru"
El Verde (formerly The Green House Peru),Retreat center,+51 941 299 944,http://www.el-verde.com/,Retreat center,"-13.3091039, -72.0260794","Km 56.8 carratera Calca a, Huarán Cusco PE, Peru"
Awkipuma Healing Center - Ayahuasca Retreat in Peru,Retreat center,+51 979 521 819,https://awkipuma.com/,Retreat center,"-3.7306874, -73.2499564","Iquitos 16008, Peru"
"Dreamglade - Shamanic Healing Center -Iquitos, Peru",Retreat center,+51 920 478 240,http://www.dreamglade.com/,Retreat center,"-3.9012659999999997, -73.39355069999999","14692 varilla, Iquitos 16000, Peru"
Arkana Spiritual Center : Amazon - Ayahuasca Retreat,Retreat center,+51 924 022 272,http://www.arkanainternational.com/,"Retreat center,Psychoneurological specialized clinic","-3.7482548999999996, -73.2441649","Jirón Fitzcarrald 152, Iquitos 16002, Peru"
Ayahuasca Foundation - Ayahuasca Retreats,Retreat center,+51 954 064 553,http://www.ayahuascafoundation.org/,Retreat center,"-3.8797097, -73.492565","Psje. K-18 Urb. Santa Sofia, Iquitos, Peru"
"Earth, Wind and Fire Ayahuasca Retreat Center",Retreat center,+61 426 874 733,,"Retreat center,Service establishment","-3.7559959, -73.2833015",
Awkipuma Healing Center - Ayahuasca Retreat in Peru,Retreat center,+51 979 521 819,https://awkipuma.com/,Retreat center,"-3.7306874, -73.2499564","Iquitos 16008, Peru"
Ayahuasca Foundation - Ayahuasca Retreats,Retreat center,+51 954 064 553,http://www.ayahuascafoundation.org/,Retreat center,"-3.8797097, -73.492565","Psje. K-18 Urb. Santa Sofia, Iquitos, Peru"
Temple of the Way of Light,Retreat center,,https://templeofthewayoflight.org/,"Retreat center,Lodge","-3.743721, -73.363958","Sgto. Lores 841, Iquitos 16000, Peru"
Flower of Life,Wellness center,(786) 393-0799,https://floweroflifeperu.com/,"Wellness center,Health resort,Retreat center,Wellness hotel,Wellness program","-3.7453957, -73.2469428","Oficina, Callao N°174, Iquitos, Peru"
Ayahuasca Spirit Center,Retreat center,+51 954 937 086,https://ayahuascaspiritcenter.com/,Retreat center,"-8.5240293, -74.39714219999999","FJG3+94Q, Éxito 25000, Peru"
Lighthouse! Ayahuasca Retreat,Retreat center,+51 993 642 863,https://www.lighthouseayahuasca.org/,Retreat center,"-3.4652759, -72.923416","Iquitos 16200, Peru"
Nimea Kaya Ayahuasca Retreat & Healing Center,Retreat center,+51 939 514 865,http://www.nimeakaya.org/,Retreat center,"-8.4172013, -74.5873317","La Florida, Pucallpa 25003, Peru"
Etnikas Ayahuasca retreats,Retreat center,+51 900 594 230,http://www.etnikas.com/,"Retreat center,Travel clinic","-13.4965228, -71.7546697","San Salvador 08150, Peru"
AYA Healing Retreats,Retreat center,+51 928 193 918,https://ayahealingretreats.com/,Retreat center,"-4.2317936, -73.48690909999999","Carretera Iquitos Nauta, Cahuide km. 57, Ucayali 16470, Peru"
Arkana Spiritual Center : Amazon - Ayahuasca Retreat,Retreat center,+51 924 022 272,http://www.arkanainternational.com/,"Retreat center,Psychoneurological specialized clinic","-3.7482548999999996, -73.2441649","Jirón Fitzcarrald 152, Iquitos 16002, Peru"
Caya Shobo Ayahuasca Retreat Healing Center,Lodge,+51 917 327 657,http://www.cayashobo.com/,"Lodge,Alternative medicine practitioner,Health spa","-3.8834773, -73.3668759","Varillal, 14km, Carr. Iquitos-Nauta, Iquitos 16000, Peru"
Arkana Spiritual Center : Sacred Valley - Ayahuasca Retreat,Retreat center,+51 924 022 272,http://www.arkanainternational.com/,"Retreat center,Spa","-13.287565599999999, -72.1555758","Carretera a, Maras 08660, Peru"
Refugio Altiplano,Retreat center,+51 987 791 893,http://www.refugioaltiplano.org/,Retreat center,"-3.7479858999999998, -73.2421245","Pevas 113-C, Iquitos 16002, Peru"
Ceremonias de Ayahuasca en Lima y latinoamerica,Alternative medicine practitioner,+51 917 989 192,http://yuyaqwasi.com/,Alternative medicine practitioner,"-12.1081469, -77.005682","Enrique camino Brent 133 Miraflores, LIMA 18, Peru"
Sapan Inka Ayahuasca Retreat Center,Psychotherapist,+51 984 698 548,http://www.sapaninka.com/,"Psychotherapist,Retreat center","-13.3061431, -72.03064379999999","Calca 08120, Peru"
PACHAMAMA TEMPLE - AYAHUASCA RETREAT,Retreat center,,https://pachamamatemple.org/,"Retreat center,Alternative medicine practitioner,Community health centre,Psychoanalyst,Psychotherapist","-8.3347157, -74.6061718","AA.HH Pablo Hocking Weeks Mz. A, Lt 7., Pucallpa, Peru"
Thani Ayahuasca Retreat,Alternative medicine practitioner,+51 982 350 571,http://www.ayahuascaretreatperu.org/,Alternative medicine practitioner,"-13.3191726, -72.08549339999999","Garcilazo 101, Yucay 08000, Peru"
Portal of Light Perú,Chemistry lab,+51 913 009 103,https://portaloflightperu.com/,"Chemistry lab,Travel agency","-13.512265099999999, -71.9752117","Calle Atoqsaycuchi N° 790 San Blas Atoqsaycuchi, Plazoleta de San Blas, Cusco 08000, Peru"
Cusco,Medical clinic,+51 979 222 268,https://caisae.com/,"Medical clinic,Alternative medicine practitioner,Medical spa","-13.516594999999999, -71.976399","C. Herrajes 148, Cusco 08002, Peru"
AYAHUASCA RETREAT PERU - AMAZONIA PUCALLPA,Travel agency,+51 985 086 934,,Travel agency,"-8.27446, -74.639839","P9G6+637, Isla San Francisco S/N, Pucallpa, Peru"
